Date,Petrol_Price,ULSP__Diff_on_previous_WEEK_p_litre,_ULSP_Diff_on_previous__YEAR_p_litre,Duty_rate_ULSP_p_litre,VAT_percent_rate_ULSP,Diesel_Price,ULSD_Diff_on_previous_WEEK_p_litre,ULSD_Diff_on_previous__YEAR_p_litre,Duty_rate_ULSD_p_litre,VAT_percent_rate_ULSD,Petrol_Sales_Liters,Diesel_Sales_Liters,Petrol_Revenue,Diesel_Revenue,Total_Revenue,Operating_Cost,Profit
2008-05-05,110.3,0.8,15.9,50.35,17.5,120.37,1.3,24.3,50.35,17.50,13427.455574593312,10207.251659626307,1481048.3498776422,1228646.8822692186,2709695.232146861,435484.7616073431,2274210.4705395177
2008-05-12,111.04,0.7,16.0,50.35,17.5,121.49,1.1,25.0,50.35,17.50,12425.365267190611,9876.282851861526,1379712.5592688455,1199869.6036726567,2579582.1629415024,428979.1081470751,2150603.0547944275
2008-05-19,112.96,1.9,17.3,50.35,17.5,124.5,3.0,27.8,50.35,17.50,12962.709714073113,10316.488857175647,1464267.6893016987,1284402.8627183682,2748670.552020067,437433.52760100336,2311237.0244190637
2008-05-26,114.79,1.8,18.6,50.35,17.5,127.21,2.7,30.2,50.35,17.50,13091.51702671467,9820.763852099159,1502775.239496577,1249299.369625534,2752074.609122111,437603.73045610555,2314470.8786660056
2008-06-02,116.03,1.2,19.5,50.35,17.5,128.82,1.6,31.6,50.35,17.50,12215.934764210959,10873.05489901065,1417414.9106913975,1400666.932090552,2818081.84278195,440904.0921390975,2377177.7506428524
2008-06-09,116.86,0.8,20.2,50.35,17.5,129.68,0.9,32.5,50.35,17.50,12633.0373219691,10109.414132433094,1476296.741445309,1310988.8246939236,2787285.5661392324,439364.27830696164,2347921.287832271
2008-06-16,117.69,0.8,21.1,50.35,17.5,130.66,1.0,33.5,50.35,17.50,11025.566329965464,9893.971379475157,1297598.9013736355,1292746.300442224,2590345.2018158594,429517.26009079296,2160827.9417250664
2008-06-23,118.44,0.7,21.9,50.35,17.5,131.45,0.8,34.3,50.35,17.50,12119.006179332855,10102.122122345963,1435375.0918801834,1327923.9529823768,2763299.04486256,438164.952243128,2325134.092619432
2008-06-30,118.84,0.4,22.5,50.35,17.5,132.03,0.6,35.1,50.35,17.50,12496.915924303421,9480.69948418812,1485133.4884442186,1251736.7528973576,2736870.241341576,436843.51206707885,2300026.7292744974
2008-07-07,119.28,0.4,23.1,50.35,17.5,132.55,0.5,35.8,50.35,17.50,11990.508409017575,9623.10438459574,1430227.8430276164,1275542.4861781653,2705770.3292057817,435288.51646028913,2270481.8127454924
2008-07-14,119.44,0.2,23.2,50.35,17.5,132.87,0.3,36.1,50.35,17.50,13427.405651965819,10487.115563177771,1603769.3310707973,1393423.0448794304,2997192.3759502275,449859.6187975114,2547332.757152716
2008-07-21,119.4,0.0,23.2,50.35,17.5,132.89,0.0,36.1,50.35,17.50,11896.929311019683,9743.892288411442,1420493.3597357501,1294865.8462069964,2715359.2059427463,435767.9602971373,2279591.2456456088
2008-07-28,116.91,-2.5,20.7,50.35,17.5,130.71,-2.2,33.9,50.35,17.50,12441.777756651507,9620.585606927225,1454568.2375301276,1257506.7446814578,2712074.982211585,435603.74911057926,2276471.2331010057
2008-08-04,115.06,-1.9,18.9,50.35,17.5,128.19,-2.5,31.5,50.35,17.50,12764.170288643045,10291.811101010913,1468645.4334112688,1319307.265038589,2787952.6984498575,439397.6349224929,2348555.0635273647
2008-08-11,113.92,-1.1,17.9,50.35,17.5,126.2,-2.0,29.5,50.35,17.50,13442.236644533059,10581.2816618652,1531339.598545206,1335357.7457273882,2866697.344272594,443334.8672136297,2423362.4770589643
2008-08-18,112.22,-1.7,16.9,50.35,17.5,124.1,-2.1,27.5,50.35,17.50,12037.66892441028,10426.081324266026,1350867.2066973215,1293876.6923414138,2644743.8990387353,432237.1949519368,2212506.7040867987
2008-08-25,112.02,-0.2,17.0,50.35,17.5,123.74,-0.4,27.4,50.35,17.50,13341.18187607748,10542.319074322326,1494479.1937581992,1304506.5622566445,2798985.7560148435,439949.2878007422,2359036.468214101
2008-09-01,112.2,0.2,17.4,50.35,17.5,123.89,0.2,27.5,50.35,17.50,12761.116530509793,9838.931964572215,1431797.2747231987,1218945.2810908519,2650742.5558140506,432537.1277907025,2218205.428023348
2008-09-08,112.55,0.3,17.9,50.35,17.5,124.2,0.3,27.9,50.35,17.50,12258.245674476024,9568.275733303262,1379665.5506622763,1188379.8460762652,2568045.3967385413,428402.26983692707,2139643.1269016145
2008-09-15,112.51,0.0,17.9,50.35,17.5,124.14,-0.1,27.7,50.35,17.50,12980.851737131634,10738.433460782195,1460475.62894468,1333069.1298215017,2793544.7587661818,439677.2379383091,2353867.5208278727
2008-09-22,110.81,-1.7,15.9,50.35,17.5,122.61,-1.5,25.7,50.35,17.50,12883.329847786734,10031.778064463146,1427601.780433248,1229996.3084838262,2657598.0889170743,432879.9044458537,2224718.1844712207
2008-09-29,109.85,-1.0,13.5,50.35,17.5,121.65,-1.0,23.1,50.35,17.50,12502.891561420603,10074.91679341798,1373442.6380220533,1225613.6279192974,2599056.2659413507,429952.81329706754,2169103.452644283
2008-10-06,109.45,-0.4,12.3,50.35,17.5,121.14,-0.5,22.0,50.35,17.50,12845.90104249501,10714.177656739623,1405983.869101079,1297915.4813374379,2703899.3504385166,435194.9675219258,2268704.3829165907
2008-10-13,107.04,-2.4,9.8,50.35,17.5,118.42,-2.7,19.2,50.35,17.50,12666.54320156912,10446.192003760265,1355826.7842959587,1237038.0570852906,2592864.841381249,429643.2420690624,2163221.5993121867
2008-10-20,102.66,-4.4,4.9,50.35,17.5,114.31,-4.1,14.4,50.35,17.50,13003.558672625622,10467.705108832644,1334945.3333317463,1196563.3709906596,2531508.704322406,426575.4352161203,2104933.2691062856
2008-10-27,98.62,-4.0,0.4,50.35,17.5,111.01,-3.3,10.3,50.35,17.50,13358.665337260523,11200.850937960435,1317431.5755606329,1243406.4626229878,2560838.0381836207,428041.90190918103,2132796.1362744397
2008-11-03,97.4,-1.2,-2.0,50.35,17.5,109.87,-1.1,7.7,50.35,17.50,13845.008408072676,10094.542707847944,1348503.8189462787,1109087.4073112537,2457591.2262575324,422879.56131287664,2034711.6649446557
2008-11-10,95.89,-1.5,-4.9,50.35,17.5,109.13,-0.7,5.0,50.35,17.50,12463.292250586575,10734.186051232495,1195105.0939087467,1171421.7237710021,2366526.817679749,418326.34088398743,1948200.4767957614
2008-11-17,94.83,-1.1,-6.6,50.35,17.5,108.73,-0.4,3.4,50.35,17.50,14169.916687328132,10391.855249958833,1343733.1994593267,1129906.421328024,2473639.6207873505,423681.9810393675,2049957.6397479828
2008-11-24,92.79,-2.0,-9.3,50.35,17.5,107.78,-0.9,1.5,50.35,17.50,12168.15610023875,10490.736911545302,1129083.2045411537,1130691.6243263527,2259774.8288675062,412988.7414433753,1846786.0874241309
2008-12-01,91.47,-1.3,-11.1,52.35,15.0,106.56,-1.2,-0.6,52.35,15.00,13094.70745248221,11012.987370565013,1197772.8906785476,1173543.9342074078,2371316.824885955,418565.84124429774,1952750.9836416573
2008-12-08,90.16,-1.3,-12.5,52.35,15.0,104.87,-1.7,-2.6,52.35,15.00,13490.958603242287,10630.08430251585,1216344.8276683246,1114776.9408048373,2331121.768473162,416556.0884236581,1914565.6800495037
2008-12-15,89.07,-1.1,-13.5,52.35,15.0,101.24,-3.6,-6.3,52.35,15.00,13359.095933867517,10696.718431619853,1189894.6748295797,1082935.7740171938,2272830.4488467732,413641.52244233864,1859188.9264044347
2008-12-22,88.01,-1.1,-14.5,52.35,15.0,99.94,-1.3,-7.6,52.35,15.00,12928.450240089702,10929.90293492392,1137832.9056302947,1092334.4993162965,2230167.4049465912,411508.3702473296,1818659.0346992617
2008-12-29,87.34,-0.7,-15.3,52.35,15.0,99.17,-0.8,-8.4,52.35,15.00,13149.138874821363,10366.468908182847,1148445.7893268978,1028042.721624493,2176488.510951391,408824.4255475695,1767664.0854038214
2009-01-05,85.42,-1.9,-17.9,52.35,15.0,97.57,-1.6,-10.7,52.35,15.00,13045.099532670583,10200.766133064399,1114312.4020807212,995288.7516030933,2109601.1536838147,405480.05768419075,1704121.0959996239
2009-01-12,86.02,0.6,-17.8,52.35,15.0,98.32,0.7,-10.5,52.35,15.00,12984.917621527895,10107.276322391588,1116962.6138038295,993747.4080175408,2110710.0218213703,405535.5010910685,1705174.5207303017
2009-01-19,86.19,0.2,-18.0,52.35,15.0,98.45,0.1,-10.6,52.35,15.00,13701.001048510512,9736.7073642496,1180889.2803711211,958578.8400103732,2139468.120381494,406973.4060190747,1732494.7143624192
2009-01-26,87.42,1.2,-16.8,52.35,15.0,99.39,0.9,-9.7,52.35,15.00,13430.107742982524,11331.632851976128,1174060.0188915322,1126250.9891579074,2300311.0080494396,415015.55040247197,1885295.4576469676
2009-02-02,88.16,0.7,-15.9,52.35,15.0,99.82,0.4,-9.2,52.35,15.00,12890.345202369672,10061.416653711327,1136412.8330409103,1004330.6103734645,2140743.4434143747,407037.1721707187,1733706.271243656
2009-02-09,89.28,1.1,-14.4,52.35,15.0,100.31,0.5,-8.5,52.35,15.00,13664.199937716625,10406.848550565692,1219939.7704393403,1043910.9781072446,2263850.748546585,413192.5374273292,1850658.2111192557
2009-02-16,90.12,0.8,-13.6,52.35,15.0,100.86,0.5,-8.1,52.35,15.00,13351.249760438304,10376.374680044431,1203214.6284107,1046561.1502292814,2249775.7786399815,412488.78893199906,1837286.9897079824
2009-02-23,90.33,0.2,-14.3,52.35,15.0,100.81,0.0,-9.4,52.35,15.00,13599.831059419479,10610.812679123641,1228472.7395973615,1069676.0261824543,2298148.7657798156,414907.43828899076,1883241.3274908247
2009-03-02,90.28,0.0,-15.0,52.35,15.0,100.64,-0.2,-10.3,52.35,15.00,13509.214420961805,10816.694885015719,1219611.8779244318,1088592.173227982,2308204.0511524137,415410.2025576207,1892793.8485947931
2009-03-09,90.15,-0.1,-15.8,52.35,15.0,100.03,-0.6,-12.2,52.35,15.00,12782.502494538963,10843.739395343897,1152342.5998826877,1084699.25171625,2237041.851598938,411852.0925799469,1825189.7590189911
2009-03-16,90.16,0.0,-16.3,52.35,15.0,99.82,-0.2,-13.3,52.35,15.00,12916.709479901514,10269.469024572425,1164570.5267079205,1025098.3980328194,2189668.92474074,409483.446237037,1780185.4785037031
2009-03-23,90.16,0.0,-16.7,52.35,15.0,99.52,-0.3,-14.9,52.35,15.00,13570.44680256163,10440.351314485437,1223511.4837189566,1039023.7628175906,2262535.2465365473,413126.7623268274,1849408.48420972
2009-03-30,91.35,1.2,-15.8,52.35,15.0,99.98,0.5,-14.8,52.35,15.00,13478.185132716733,10613.331980195318,1231232.2118736736,1061120.931379928,2292353.1432536016,414617.65716268006,1877735.4860909216
2009-04-06,93.72,2.4,-13.5,54.19,15.0,102.14,2.2,-13.3,54.19,15.00,13115.149203017927,10368.42354952658,1229151.78330684,1059030.781348645,2288182.564655485,414409.12823277427,1873773.4364227108
2009-04-13,94.11,0.4,-13.5,54.19,15.0,102.44,0.3,-14.1,54.19,15.00,13176.46369165439,11106.338230407997,1240036.9980215945,1137733.2883229952,2377770.2863445897,418888.5143172295,1958881.7720273603
2009-04-20,94.62,0.5,-13.9,54.19,15.0,102.71,0.3,-15.4,54.19,15.00,13746.432447894213,10655.7399806553,1300687.4382197505,1094451.053413106,2395138.4916328564,419756.92458164284,1975381.5670512137
2009-04-27,95.13,0.5,-14.4,54.19,15.0,102.83,0.1,-16.3,54.19,15.00,12801.614305582085,10751.501114419927,1217817.5688900237,1105576.859595801,2323394.4284858247,416169.72142429126,1907224.7070615334
2009-05-04,95.6,0.5,-14.7,54.19,15.0,102.8,0.0,-17.6,54.19,15.00,13361.54869058502,10723.152507466964,1277364.0548199278,1102340.0777676038,2379704.1325875316,418985.20662937657,1960718.925958155
2009-05-11,96.59,1.0,-14.5,54.19,15.0,103.1,0.3,-18.4,54.19,15.00,12967.103673783055,10922.88954299413,1252492.5438507053,1126149.9118826946,2378642.4557334,418932.12278667,1959710.3329467298
2009-05-18,97.54,1.0,-15.4,54.19,15.0,103.37,0.3,-21.1,54.19,15.00,12940.35939838639,10521.858623481483,1262202.6557186085,1087644.5259092809,2349847.181627889,417492.35908139445,1932354.8225464947
2009-05-25,98.9,1.4,-15.9,54.19,15.0,103.55,0.2,-23.7,54.19,15.00,13571.388425993595,9928.017220817661,1342210.3153307666,1028046.1832156688,2370256.4985464355,418512.82492732175,1951743.6736191139
2009-06-01,99.39,0.5,-16.6,54.19,15.0,103.55,0.0,-25.3,54.19,15.00,13424.908174494016,10606.625180701056,1334301.6234629604,1098316.0374615942,2432617.660924555,421630.88304622774,2010986.777878327
2009-06-08,100.59,1.2,-16.3,54.19,15.0,103.78,0.2,-25.9,54.19,15.00,13394.95481800032,10182.757242483267,1347398.5051426522,1056766.5466249133,2404165.0517675653,420208.25258837827,1983956.799179187
2009-06-15,101.98,1.4,-15.7,54.19,15.0,104.5,0.7,-26.2,54.19,15.00,13613.139403577165,10221.053327300096,1388267.9563767994,1068100.07270286,2456368.0290796594,422818.401453983,2033549.6276256763
2009-06-22,102.81,0.8,-15.6,54.19,15.0,104.92,0.4,-26.5,54.19,15.00,12954.301920816379,10660.745607502038,1331831.780479132,1118525.4291391138,2450357.2096182457,422517.86048091226,2027839.3491373335
2009-06-29,103.3,0.5,-15.5,54.19,15.0,105.05,0.1,-27.0,54.19,15.00,13274.976485647481,10919.563228573454,1371305.0709673848,1147100.1171616414,2518405.1881290264,425920.2594064513,2092484.928722575
2009-07-06,103.57,0.3,-15.7,54.19,15.0,105.11,0.1,-27.4,54.19,15.00,12773.466621703272,10431.858630694425,1322947.9380098078,1096492.660672291,2419440.598682099,420972.02993410494,1998468.568747994
2009-07-13,102.78,-0.8,-16.7,54.19,15.0,104.04,-1.1,-28.8,54.19,15.00,13106.48317624422,10562.933205039586,1347084.340854381,1098967.5706523187,2446051.9115066994,422302.59557533497,2023749.3159313644
2009-07-20,102.22,-0.6,-17.2,54.19,15.0,102.99,-1.0,-29.9,54.19,15.00,12890.528472816159,11136.035977854095,1317669.8204912678,1146900.3453591932,2464570.165850461,423228.50829252304,2041341.657557938
2009-07-27,102.17,0.0,-14.7,54.19,15.0,102.91,-0.1,-27.8,54.19,15.00,13005.09798249636,10552.651271795428,1328730.860871653,1085973.3423804676,2414704.203252121,420735.21016260603,1993968.9930895148
2009-08-03,102.36,0.2,-12.7,54.19,15.0,103.2,0.3,-25.0,54.19,15.00,13250.378512718456,11492.673245672158,1356308.7445618613,1186043.8789533668,2542352.623515228,427117.6311757614,2115234.992339466
2009-08-10,103.01,0.7,-10.9,54.19,15.0,103.79,0.6,-22.4,54.19,15.00,12530.689658383262,10669.353858252618,1290786.34171006,1107372.2369480394,2398158.5786580993,419907.92893290496,1978250.6497251943
2009-08-17,103.96,0.9,-8.3,54.19,15.0,104.45,0.7,-19.6,54.19,15.00,13966.99363784273,9728.944896337673,1452008.65859013,1016188.2944224699,2468196.9530126,423409.84765063,2044787.1053619701
2009-08-24,104.7,0.7,-7.3,54.19,15.0,105.11,0.7,-18.6,54.19,15.00,12402.991309250148,10724.686648441813,1298593.1900784906,1127271.813617719,2425865.0036962098,421293.2501848105,2004571.7535113993
2009-08-31,105.11,0.4,-7.1,54.19,15.0,105.5,0.4,-18.4,54.19,15.00,12290.705693606133,10569.963353953111,1291876.0754549406,1115131.1338420534,2407007.209296994,420350.3604648497,1986656.8488321442
2009-09-07,106.85,1.7,-5.7,56.19,15.0,107.3,1.8,-16.9,56.19,15.00,13442.055436750034,10906.401101633099,1436283.623416741,1170256.8382052314,2606540.4616219723,430327.0230810986,2176213.4385408736
2009-09-14,106.43,-0.4,-6.1,56.19,15.0,107.09,-0.2,-17.1,56.19,15.00,13267.231346981467,10662.922540507983,1412031.4322592376,1141892.374863,2553923.8071222375,427696.19035611185,2126227.616766126
2009-09-21,105.96,-0.5,-4.9,56.19,15.0,106.79,-0.3,-15.8,56.19,15.00,13192.859908526078,10342.76760640649,1397915.435907423,1104504.1526881491,2502419.588595572,425120.9794297786,2077298.6091657933
2009-09-28,105.44,-0.5,-4.4,56.19,15.0,106.39,-0.4,-15.3,56.19,15.00,13205.37275463214,9914.430705484254,1392374.5032484129,1054796.2827564697,2447170.7860048823,422358.5393002441,2024812.2467046382
2009-10-05,104.87,-0.6,-4.6,56.19,15.0,105.85,-0.5,-15.3,56.19,15.00,12896.476613576542,10328.64069708559,1352453.502465772,1093286.6177865097,2445740.1202522814,422287.00601261406,2023453.1142396673
2009-10-12,104.71,-0.2,-2.3,56.19,15.0,105.69,-0.2,-12.7,56.19,15.00,12457.172814257083,10074.44181831628,1304390.565380859,1064767.7557778475,2369158.321158706,418457.91605793533,1950700.4051007708
2009-10-19,105.08,0.4,2.4,56.19,15.0,106.28,0.6,-8.0,56.19,15.00,12936.302279096863,10173.59062007811,1359346.6434874984,1081249.2111019015,2440595.8545894,422029.79272947,2018566.06185993
2009-10-26,106.76,1.7,8.1,56.19,15.0,107.78,1.5,-3.2,56.19,15.00,12526.219144243943,10618.731361768243,1337299.1558394835,1144486.8661713812,2481786.0220108647,424089.30110054323,2057696.7209103215
2009-11-02,107.43,0.7,10.0,56.19,15.0,108.51,0.7,-1.4,56.19,15.00,13338.959866708876,11040.311801740563,1433004.4584805346,1197984.2336068687,2630988.6920874035,431549.43460437015,2199439.2574830335
2009-11-09,108.1,0.7,12.2,56.19,15.0,109.35,0.8,0.2,56.19,15.00,12764.471309248931,10517.618611929192,1379839.3485298094,1150101.595214457,2529940.9437442664,426497.0471872133,2103443.896557053
2009-11-16,108.48,0.4,13.7,56.19,15.0,109.65,0.3,0.9,56.19,15.00,12417.651401603744,9876.896775185925,1347066.824045974,1083001.7313991368,2430068.555445111,421503.42777225556,2008565.1276728553
2009-11-23,108.73,0.2,15.9,56.19,15.0,109.87,0.2,2.1,56.19,15.00,12664.707079173502,10529.791067288057,1377033.600718535,1156908.144562939,2533941.7452814737,426697.08726407366,2107244.6580174
2009-11-30,108.79,0.1,17.3,56.19,15.0,109.99,0.1,3.4,56.19,15.00,13030.665727137814,10828.80259465826,1417606.1244553227,1191059.997386462,2608666.1218417846,430433.3060920892,2178232.8157496955
2009-12-07,108.64,-0.2,18.5,56.19,15.0,109.87,-0.1,5.0,56.19,15.00,12545.337723598013,10108.036838272248,1362925.4902916881,1110570.007420972,2473495.49771266,423674.774885633,2049820.722827027
2009-12-14,108.5,-0.1,19.4,56.19,15.0,109.57,-0.3,8.3,56.19,15.00,12418.889802216785,10302.843133330834,1347449.543540521,1128882.5221190595,2476332.0656595808,423816.60328297905,2052515.4623766018
2009-12-21,107.47,-1.0,19.5,56.19,15.0,109.13,-0.4,9.2,56.19,15.00,12972.443605745957,10368.925277891678,1394148.514309518,1131560.815576319,2525709.3298858367,426285.46649429185,2099423.8633915447
2009-12-28,107.44,0.0,20.1,56.19,15.0,109.17,0.0,10.0,56.19,15.00,12973.683285554362,10048.490674767105,1393892.5321999607,1096993.726964325,2490886.259164286,424544.3129582143,2066341.9462060714
2010-01-04,109.34,1.9,23.9,56.19,17.5,111.08,1.9,13.5,56.19,17.50,12559.728412314436,10593.112173537544,1373280.7046024606,1176682.9002365503,2549963.604839011,427498.18024195055,2122465.4245970603
2010-01-11,110.72,1.4,24.7,56.19,17.5,112.59,1.5,14.3,56.19,17.50,12550.080847190839,10262.770740556887,1389544.9514009696,1155485.3576793,2545030.3090802697,427251.5154540135,2117778.7936262563
2010-01-18,111.6,0.9,25.4,56.19,17.5,113.39,0.8,14.9,56.19,17.50,12884.024968678817,10466.962977562811,1437857.1865045559,1186848.932025847,2624706.118530403,431235.30592652014,2193470.8126038825
2010-01-25,111.87,0.3,24.4,56.19,17.5,113.71,0.3,14.3,56.19,17.50,12038.557829251338,9939.35312887916,1346753.4643583472,1130203.8442848492,2476957.3086431967,423847.86543215986,2053109.4432110367
2010-02-01,111.91,0.0,23.7,56.19,17.5,113.75,0.0,13.9,56.19,17.50,12058.068112811721,10118.766679870636,1349418.4025047596,1151009.7098352849,2500428.112340044,425021.4056170022,2075406.706723042
2010-02-08,111.95,0.0,22.7,56.19,17.5,113.79,0.0,13.5,56.19,17.50,12401.777889373781,10582.102543131108,1388379.034715395,1204137.448382889,2592516.483098284,429625.8241549142,2162890.6589433695
2010-02-15,111.89,-0.1,21.8,56.19,17.5,113.68,-0.1,12.8,56.19,17.50,12655.476424144077,10145.666739163293,1416021.2570974808,1153359.3949080831,2569380.652005564,428469.0326002782,2140911.619405286
2010-02-22,111.56,-0.3,21.2,56.19,17.5,112.76,-0.9,11.9,56.19,17.50,12924.253782799002,10999.385540493362,1441829.7520090567,1240290.7135460316,2682120.4655550886,434106.02327775443,2248014.442277334
2010-03-01,112.42,0.9,22.1,56.19,17.5,113.41,0.6,12.8,56.19,17.50,13489.278108474777,10138.995525754159,1516464.6449547345,1149863.482575779,2666328.1275305133,433316.40637652564,2233011.7211539876
2010-03-08,113.71,1.3,23.6,56.19,17.5,114.68,1.3,14.7,56.19,17.50,13154.62981160101,10369.673890300754,1495812.9558771506,1189194.2017396905,2685007.157616841,434250.35788084206,2250756.799735999
2010-03-15,115.46,1.7,25.3,56.19,17.5,116.21,1.5,16.4,56.19,17.50,12610.830735018286,10629.886332749236,1456046.5166652112,1235299.0907287886,2691345.6073939996,434567.2803697,2256778.3270242997
2010-03-22,116.59,1.1,26.4,56.19,17.5,117.28,1.1,17.8,56.19,17.50,12658.691896048656,9673.453706826787,1475876.8881603128,1134502.6507366456,2610379.5388969583,430518.9769448479,2179860.5619521104
2010-03-29,117.28,0.7,25.9,56.19,17.5,118.21,0.9,18.2,56.19,17.50,12153.135317681095,9522.526475207691,1425319.7100576388,1125657.854634301,2550977.56469194,427548.878234597,2123428.686457343
2010-04-05,119.29,2.0,25.6,57.19,17.5,120.09,1.9,17.9,57.19,17.50,12604.943432003805,9588.387474171961,1503643.702003734,1151469.4517733108,2655113.1537770447,432755.6576888523,2222357.4960881923
2010-04-12,119.94,0.7,25.8,57.19,17.5,121.11,1.0,18.7,57.19,17.50,12456.870680539932,10688.383641370874,1494077.0694239594,1294470.1428064266,2788547.212230386,439427.3606115193,2349119.851618867
2010-04-19,120.55,0.6,25.9,57.19,17.5,121.74,0.6,19.0,57.19,17.50,12750.359280169045,9953.15674164302,1537055.8112243784,1211697.3017276214,2748753.1129519995,437437.65564759995,2311315.4573043995
2010-04-26,120.99,0.4,25.9,57.19,17.5,122.31,0.6,19.5,57.19,17.50,12166.584528223839,11188.629714267301,1472035.062069802,1368481.3003520337,2840516.362421836,442025.8181210918,2398490.544300744
2010-05-03,121.18,0.2,25.6,57.19,17.5,122.68,0.4,19.9,57.19,17.50,12836.073257120586,9934.100960537044,1555475.3572978727,1218715.5058386845,2774190.863136557,438709.54315682786,2335481.319979729
2010-05-10,121.31,0.1,24.7,57.19,17.5,122.82,0.1,19.7,57.19,17.50,13340.169456501288,10231.520521278815,1618295.9567681712,1256635.350423464,2874931.3071916355,443746.5653595818,2431184.7418320538
2010-05-17,121.3,0.0,23.8,57.19,17.5,122.83,0.0,19.5,57.19,17.50,12519.61992577157,10774.39398102715,1518629.8969960916,1323418.8126895647,2842048.7096856562,442102.4354842828,2399946.2742013736
2010-05-24,119.93,-1.4,21.0,57.19,17.5,121.92,-0.9,18.4,57.19,17.50,12802.25586104947,10973.63715526365,1535374.5454156632,1337905.8419697443,2873280.3873854075,443664.0193692704,2429616.368016137
2010-05-31,118.54,-1.4,19.2,57.19,17.5,120.76,-1.2,17.2,57.19,17.50,12974.271995855557,11013.201430654559,1537970.2023887178,1329954.2047658446,2867924.4071545624,443396.22035772813,2424528.186796834
2010-06-07,118.2,-0.3,17.6,57.19,17.5,120.4,-0.4,16.6,57.19,17.50,12435.389764057081,10677.346492237257,1469863.0701115471,1285552.5176653657,2755415.587776913,437770.77938884567,2317644.8083880674
2010-06-14,117.87,-0.3,15.9,57.19,17.5,120.21,-0.2,15.7,57.19,17.50,12754.64624090521,10606.475010324586,1503390.152415497,1275004.3609911185,2778394.5134066157,438919.7256703308,2339474.787736285
2010-06-21,117.8,-0.1,15.0,57.19,17.5,120.39,0.2,15.5,57.19,17.50,12650.296200390898,10431.160779680473,1490204.8924060478,1255807.4462657322,2746012.33867178,437300.616933589,2308711.7217381913
2010-06-28,117.88,0.1,14.6,57.19,17.5,120.38,0.0,15.3,57.19,17.50,12691.238049274416,10505.644430466655,1496043.141248468,1264669.476539576,2760712.617788044,438035.63088940224,2322676.9868986416
2010-07-05,117.91,0.0,14.3,57.19,17.5,120.44,0.1,15.3,57.19,17.50,12255.295108072267,9972.925713468587,1445021.846192801,1201139.1729301566,2646161.0191229573,432308.05095614784,2213852.9681668095
2010-07-12,117.39,-0.5,14.6,57.19,17.5,119.78,-0.7,15.7,57.19,17.50,12664.455087129472,9876.020446631077,1486680.3826781288,1182949.7290974704,2669630.1117755994,433481.50558878,2236148.6061868193
2010-07-19,116.85,-0.5,14.6,57.19,17.5,119.24,-0.5,16.2,57.19,17.50,12911.999145622725,10210.05021703562,1508767.1001660153,1217446.3878793272,2726213.4880453423,436310.6744022671,2289902.813643075
2010-07-26,116.61,-0.2,14.4,57.19,17.5,119.03,-0.2,16.1,57.19,17.50,13393.37180389752,10146.476150990027,1561801.08605249,1207735.0562523429,2769536.142304833,438476.80711524165,2331059.335189591
2010-08-02,116.51,-0.1,14.2,57.19,17.5,119.03,0.0,15.8,57.19,17.50,13149.435413042604,10033.258780269089,1532040.7199735937,1194258.7926154297,2726299.5125890234,436314.9756294512,2289984.536959572
2010-08-09,116.35,-0.2,13.3,57.19,17.5,118.94,-0.1,15.1,57.19,17.50,13749.591228755779,10494.454978982685,1599764.9394657346,1248210.4752002005,2847975.414665935,442398.77073329675,2405576.643932638
2010-08-16,116.34,0.0,12.4,57.19,17.5,118.79,-0.2,14.3,57.19,17.50,12289.526218555977,10600.272083428204,1429763.4802668025,1259206.3207904366,2688969.801057239,434448.490052862,2254521.311004377
2010-08-23,115.64,-0.7,10.9,57.19,17.5,117.9,-0.9,12.8,57.19,17.50,13123.360318360339,10266.862754516738,1517585.3872151896,1210463.1187575236,2728048.505972713,436402.4252986357,2291646.0806740774
2010-08-30,114.98,-0.7,9.9,57.19,17.5,117.37,-0.5,11.9,57.19,17.50,12792.071002869176,10830.462032422105,1470832.3239098978,1271171.3287453826,2742003.65265528,437100.182632764,2304903.4700225163
2010-09-06,114.59,-0.4,7.7,57.19,17.5,117.09,-0.3,9.8,57.19,17.50,13803.101466608838,9786.974354346597,1581697.3970587067,1145956.827150443,2727654.22420915,436382.7112104575,2291271.512998692
2010-09-13,114.66,0.1,8.2,57.19,17.5,117.17,0.1,10.1,57.19,17.50,12302.650857322424,10164.986216288113,1410621.947300589,1191031.4349624782,2601653.382263067,430082.66911315336,2171570.7131499136
2010-09-20,115.06,0.4,9.1,57.19,17.5,117.72,0.5,10.9,57.19,17.50,12278.93907890961,9947.471071758879,1412814.7304193398,1171016.294567455,2583831.024986795,429191.55124933977,2154639.4737374554
2010-09-27,115.39,0.3,10.0,57.19,17.5,118.11,0.4,11.7,57.19,17.50,12392.50367727799,9481.735353170776,1429970.9993211073,1119887.7625630004,2549858.7618841077,427492.9380942054,2122365.8237899025
2010-10-04,116.01,0.6,11.1,58.19,17.5,118.97,0.9,13.1,58.19,17.50,11617.852137845095,10182.377725662922,1347787.0265114096,1211397.4780221179,2559184.5045335274,427959.2252266764,2131225.279306851
2010-10-11,116.78,0.8,12.1,58.19,17.5,119.77,0.8,14.1,58.19,17.50,12401.522489159619,10154.750996646688,1448249.7962840602,1216234.5268683739,2664484.323152434,433224.2161576217,2231260.1069948124
